0.38,1.5097890341,0,1.6253611077,0
0.39,1.5143369644,0,1.6216799158,0
0.4,1.5048036808,0,1.6181999066,0
0.41,1.5012000292,0,1.6201958545,0
0.42,1.4986528784,0,1.6125834466,0
0.43,1.506038946,0,1.6110320602,0
0.44,1.4999684444,0,1.6037221853,0
0.45,1.5002944269,0,1.6087275559,0
0.46,1.4968731287,0,1.5989593498,0
0.47,1.4915638385,0,1.6000590857,0
0.48,1.4928396481,0,1.6012472812,0
0.49,1.4949736233,0,1.5927602068,0
0.5,1.496003637,0,1.591938808,0
0.51,1.4929779099,0,1.5973066626,0
0.52,1.4869962162,0,1.5941129608,0
0.53,1.4886242337,0,1.5868475267,0
0.54,1.486351806,0,1.5908231436,0
0.55,1.4876892408,0,1.5842379371,0
0.56,1.4886648984,0,1.5841292671,0
0.57,1.4856798794,0,1.5827635163,0
0.58,1.4864575989,0,1.5882225339,0
0.59,1.4853719875,0,1.5862574051,0
0.6,1.4890795192,0,1.5854373388,0
0.61,1.4842385104,0,1.5777945332,0
0.62,1.4822301956,0,1.5851232988,0
0.63,1.4823699763,0,1.5763192697,0
0.64,1.4852784462,0,1.581223039,0
0.65,1.4841026205,0,1.5806674714,0
0.66,1.4867918934,0,1.5742100777,0
0.67,1.4842136168,0,1.5797644359,0
0.68,1.4788996427,0,1.5788655932,0
0.69,1.4810492015,0,1.5787750445,0
0.7,1.4790843159,0,1.5790302336,0
0.71,1.4801983528,0,1.5794656581,0
0.72,1.4833928132,0,1.5780216929,0
0.73,1.479719378,0,1.5724836738,0
0.74,1.4763092293,0,1.5746387057,0
0.75,1.4779655891,0,1.5699794223,0
0.76,1.4848696312,0,1.577344037,0
0.77,1.4764479159,0,1.573019264,0
0.78,1.4819418861,0,1.5740520651,0
