0.706999, 0.706999, 0.0174524, 1.55334, 0.785398 
0.646958, 0.647583, 0.402594, 1.15645, 0.785881 
0.548314, 0.549367, 0.630513, 0.888582, 0.786358 
0.455096, 0.456477, 0.764537, 0.700473, 0.786913 
0.374981, 0.376659, 0.847064, 0.56036, 0.78763 
0.307974, 0.309958, 0.899488, 0.452201, 0.78861 
0.252482, 0.254812, 0.933447, 0.366891, 0.789991 
0.206712, 0.20945, 0.95572, 0.298699, 0.791977 
0.169016, 0.172247, 0.970446, 0.243726, 0.794867 
0.137971, 0.141806, 0.980232, 0.199165, 0.799106 
0.11238, 0.116957, 0.986758, 0.162918, 0.805355 
0.0912428, 0.0967326, 0.991119, 0.13337, 0.814595 
0.0737275, 0.0803386, 0.994037, 0.109259, 0.828282 
0.0591419, 0.0671295, 0.99599, 0.0895856, 0.848571 
0.0469079, 0.0565833, 0.997295, 0.0735648, 0.878617 
0.0365399, 0.0482828, 0.998165, 0.0605878, 0.922964 
0.0276258, 0.0418989, 0.99874, 0.0502078, 0.987881 
0.0198111, 0.0371787, 0.999112, 0.0421401, 1.08121 
0.012785, 0.0339349, 0.999342, 0.0362713, 1.21049 
0.00626773, 0.0320386, 0.999467, 0.0326518, 1.37761 
1.0918e-17, 0.0314148, 0.999506, 0.03142, 1.5708 
-0.00626773, 0.0320386, 0.999467, 0.0326518, 1.76399 
-0.012785, 0.0339349, 0.999342, 0.0362713, 1.9311 
-0.0198111, 0.0371787, 0.999112, 0.0421401, 2.06039 
-0.0276258, 0.0418989, 0.99874, 0.0502078, 2.15371 
-0.0365399, 0.0482828, 0.998165, 0.0605878, 2.21863 
-0.0469079, 0.0565833, 0.997295, 0.0735648, 2.26298 
-0.0591419, 0.0671295, 0.99599, 0.0895856, 2.29302 
-0.0737275, 0.0803386, 0.994037, 0.109259, 2.31331 
-0.0912428, 0.0967326, 0.991119, 0.13337, 2.327 
-0.11238, 0.116957, 0.986758, 0.162918, 2.33624 
-0.137971, 0.141806, 0.980232, 0.199165, 2.34249 
-0.169016, 0.172247, 0.970446, 0.243726, 2.34673 
-0.206712, 0.20945, 0.95572, 0.298699, 2.34962 
-0.252482, 0.254812, 0.933447, 0.366891, 2.3516 
-0.307974, 0.309958, 0.899488, 0.452201, 2.35298 
-0.374981, 0.376659, 0.847064, 0.56036, 2.35396 
-0.455096, 0.456477, 0.764537, 0.700473, 2.35468 
-0.548314, 0.549367, 0.630513, 0.888582, 2.35523 
-0.646958, 0.647583, 0.402594, 1.15645, 2.35571 
-0.706999, 0.706999, 0.0174524, 1.55334, 2.35619 
